,Building Name,BLDG Code,2018-01-30 00:00:00,2018-02-28 00:00:00,2018-03-29 00:00:00,2018-04-29 00:00:00,2018-05-29 00:00:00,2018-06-27 00:00:00,2018-07-29 00:00:00,2018-08-27 00:00:00,2018-09-26 00:00:00,2018-10-28 00:00:00,2018-11-27 00:00:00,2018-12-31 00:00:00,2019-01-30 00:00:00,2019-02-28 00:00:00,2019-03-29 00:00:00,2019-04-29 00:00:00,2019-05-29 00:00:00,2019-06-27 00:00:00,2019-07-29 00:00:00,2019-08-27 00:00:00,2019-09-26 00:00:00,2019-10-28 00:00:00,2019-11-27 00:00:00,2019-12-31 00:00:00,2020-01-30 00:00:00,2020-02-28 00:00:00,2020-03-29 00:00:00,2020-04-29 00:00:00,2020-05-29 00:00:00,2020-06-27 00:00:00,2020-07-29 00:00:00,2020-08-27 00:00:00,2020-09-26 00:00:00,2020-10-28 00:00:00,2020-11-27 00:00:00,2020-12-31 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-31 00:00:00,2021-04-29 00:00:00,2021-05-28 00:00:00,2021-06-29 00:00:00,2021-07-29 00:00:00,2021-08-27 00:00:00,2021-09-28 00:00:00,2021-10-28 00:00:00,2021-11-30 00:00:00,2021-12-30 00:00:00
34,Marcia Lucas Post Production,LPB,16162.882529983523,11422.358620689656,16270.029310344824,22667.12068965517,26570.17,32389.399999999998,40287.88,44794.40999999999,40896.73,36519.15,44982.91000000001,40825.84999999999,38254.36,27949.510000000006,27656.279999999995,23422.691379310345,32779.19,34451.600000000006,34451.600000000006,27924.93,26243.43692504883,21538.201550292968,17943.160775146487,19431.55,21030.22,18016.730000000003,12217.69,14631.45,17427.9,18844.91033333333,16951.751612903226,20524.160645161293,25490.303999999996,23687.73870967741,14806.444666666668,9809.690322580647,10519.205161290323,11561.626785714288,12535.55870967742,15338.767000000003,16050.265161290325,23807.11466666666,21190.712903225805,29832.552580645162,35042.76266666666,17092.354838709678,23415.172,7383.987096774194
35,Loker Track Stadium,LTS,393.73875,378.3958620689654,442.57310344827584,847.3137931034481,835.28,1326.4299999999998,2766.5099999999993,2575.78,1378.35,900.9399999999999,520.34,54.89,3.8600000000000003,0.0,137.47000000000003,875.5575862068964,197.94000000000003,756.0,756.0,696.79,1104.63,430.203125,225.32942712306976,32.48890625,14.21,42.5,2.1,220.65,640.9258064516129,966.7556666666668,1508.9032258064517,2020.3551612903227,1695.5733333333333,1255.7612903225806,409.19,71.07096774193549,14.038709677419355,80.09178571428572,107.62741935483871,112.29766666666664,175.2348387096774,95.47733333333332,48.387096774193544,155.5709677419355,136.68266666666665,97.98387096774194,107.448,4.529032258064516
36,Mudd Hall of Philosophy,MHP,4669.145618104935,14279.922758620693,20196.435862068964,15749.286206896548,13782.529999999997,13880.06,14659.949999999997,21895.27,19191.34,15895.920000000002,14343.13,11355.44,12721.32,9469.59,13322.919999999998,16274.2624137931,14667.020000000004,13931.59,13931.59,15751.16,16388.381978149417,15757.44317817688,10241.081002197265,6209.840000000001,5400.919999999999,9425.03,6842.070000000001,8966.200000000003,10383.029032258064,10164.714,11196.03870967742,12387.00387096774,13539.872,12812.641935483874,9844.41666666667,6669.861290322578,7829.4193548387075,7137.625,6307.406451612904,8667.326666666668,9884.24025082742,7594.684588704428,6562.490130172237,6080.671218404462,7869.10725406901,5815.974775941911,7043.762000000001,6444.638709677417
37,Music,MUS,11206.766833152771,5965.371034482758,12021.126551724139,12743.400000000003,12458.639999999998,13934.729999999998,24094.06,22043.529999999995,18838.309999999998,16675.57,14076.340000000002,7941.969999999999,10177.27,9368.609999999999,11916.98,13168.180000000002,13482.999999999998,9174.649999999998,9174.649999999998,13725.26,18104.390429687497,14066.718627929688,9863.267333984375,8451.808110351561,8231.0,10151.0,8127.960000000001,6013.91,11849.961290322579,11520.726333333332,13623.9,14988.565806451614,17924.36266666667,13487.651612903226,11897.35933333334,4800.203225806452,6934.833548387096,7145.993571428572,7768.772580645163,12437.97433333333,11038.849999999999,16501.631999999998,16894.267741935488,14879.712903225807,17276.586666666662,11912.91290322581,12671.494000000006,7234.054838709678
38,Norris Cinema Theater,NCT,3974.7369159698487,4157.893793103448,3525.245172413793,3833.5448275862063,5259.349999999999,6744.079999999998,9952.69,13888.160000000002,11528.21,7482.250000000001,5170.35,3135.0700000000015,2833.5499999999993,2637.4700000000007,3803.04,3961.329655172413,4552.169999999999,5708.19,5708.19,10331.480000000001,11383.725888671874,5214.171447753906,2718.647304534912,2192.6447058105464,2060.419999999999,3016.89,1804.7,1557.8999999999996,2448.9870967741936,3225.9840000000004,3521.6709677419353,4817.573548387097,7054.133333333336,6236.6903225806445,4123.576666666667,2343.3967741935485,2218.425806451613,2338.8499999999995,2221.0445161290318,3979.4959999999996,4938.606451612903,8988.117333333334,5742.44516129032,8673.03935483871,11250.880000000003,7088.7,7479.923,3609.7451612903224
39,Moulton Organic Chemistry Wing,OCW,1705.0,2100.0,3100.0,3450.0,3840.0,3625.0,4500.0,5735.0,5787.995608549649,4920.0,3630.0,1760.0,1650.0,2175.0,2900.0,3565.0,3600.0,3670.2400000000002,4800.0,5365.0,5787.995608549649,5248.0,3300.0,1870.0,1650.0,2400.0,2900.0,3335.0,3600.0,3923.36,4500.0,5365.0,6173.861982452959,4920.0,4760.0,2940.0,2688.0,2320.0,2581.0,2784.0,3480.0,4049.92,4500.0,5365.0,6173.861982452959,4920.0,4620.0,2940.0
40,Olin Hall ,OHE,70118.3575,15504.044137931032,95009.09931034484,106886.95862068965,94066.86000000002,117373.18,197512.15000000002,231293.93,203408.67999999996,205606.29,199216.37000000005,161400.61999999997,155522.39,108761.50999999998,143724.43000000002,110449.8572413793,53835.110000000095,46079.88999999997,60079.89,56560.56000000016,47442.6641796873,60100.60888671872,37749.6584472657,16573.265583496093,15307.489999999998,19540.11,13508.58,9043.7,11361.145161290322,15445.998,31189.180645161294,41298.03935483871,43579.62666666667,40635.048387096766,29327.94666666666,15956.032258064513,19578.188387096776,17224.456785714287,17174.426774193544,18446.552000000003,18133.23225806452,31522.45333333333,33560.10967741934,36516.04225806452,40205.90933333334,27031.354838709674,35969.967000000004,16346.177419354839
41,Neely Petroleum & Chem. Engr.,PCE,8441.7746875,5812.230344827588,17980.07482758621,14944.468965517242,10242.55,10028.16,12516.489999999998,5719.1,12441.42,8822.74,21321.789999999997,18321.940000000002,8055.9,14391.88,19318.9,15442.617931034485,21061.510000000006,10333.670000000002,10333.670000000002,18085.899999999998,17588.696410522465,13802.510000000002,14597.49,12950.26,7807.28,17336.510000000002,12941.890000000003,12730.050000000001,20072.787096774195,19839.876,20210.77741935484,17574.53322580645,20025.706666666665,12556.819354838713,11814.841333333334,7452.116129032259,8445.274838709678,9383.37464285714,8177.317096774193,9775.175000000001,11086.344516129035,14587.328,11916.764516129037,10705.35,12072.746666666666,11222.767741935484,12584.055,6532.238709677419
42,Powell Hall of Information Sciences,PHE,19568.953437499993,14745.823448275862,17993.736206896545,24616.965517241377,25014.63,34031.02,59723.40000000001,68532.23,51178.79,38597.96,36313.259999999995,19837.199999999997,23801.46,20726.359999999993,26976.319999999992,25437.531034482756,21226.259999999995,22747.290000000005,22747.290000000005,36082.3,44027.79522949221,22607.979583740234,17326.375701904297,9474.841766357418,10907.59,15320.320000000002,12477.69,17549.32,23648.438709677423,25958.252999999997,33031.70322580646,39391.84129032258,44207.63733333334,33471.05806451614,24118.342,13157.070967741935,13067.437419354841,12036.78142857143,11339.692258064515,18377.75433333333,19807.991612903224,32242.015999999992,39015.25161290323,32468.85838709677,37015.68,23005.141935483876,26110.172,8044.238709677419
43,Parkside Resedential Building,PRB,46943.454999999994,38338.449655172415,49825.82965517241,52327.055172413806,45881.29000000001,40709.030000000006,55793.39999999999,62659.509999999995,60831.78000000001,55994.58,55840.909999999996,53871.990000000005,152795.44,245210.6600000001,46892.39999999999,54071.2903448276,43241.48999999999,37625.96000000001,37625.96000000001,48383.61,59629.47474121094,54386.04382324219,48317.79931640625,50984.7239794922,42488.67999999999,51307.56999999999,39562.22,28748.88,36928.89677419355,33275.183000000005,36554.651612903224,32995.64806451613,37057.13066666667,30534.41612903226,28345.199333333338,19082.29354838709,20163.30322580645,21476.240000000005,18354.55838709677,18115.130333333334,18635.194193548385,28759.871999999996,33675.88064516129,39049.17354838709,54562.282666666666,41360.21612903225,49626.61,28251.66774193548
44,Lewis Hall,RGL,7236.484999999999,6584.547586206896,7543.18724137931,11432.12068965517,11572.58,15737.010000000002,16908.430000000004,17816.050000000003,1818.0,11207.319999999998,2985.8900000000003,284.96999999999997,2978.53,1010.5400000000001,5942.490000000001,11813.191379310343,7327.590000000001,11428.880000000003,11428.880000000003,17190.379999999997,19709.599782714842,15071.213745117188,10130.034927368164,2039.0444363880156,3065.9100000000003,6201.85,3396.5100000000007,7722.650000000002,13394.032258064515,13652.193333333333,13914.445161290323,15961.936774193544,13613.429333333333,10098.387096774193,6747.719333333333,2781.9870967741936,4138.776774193549,1962.3678571428568,1780.7029032258065,4104.244333333332,5171.018064516129,10340.384,12056.264516129031,11477.02129032258,10972.469333333334,7481.816129032258,11683.408,4297.083870967742
45,Ramo Hall of Music,RHM,3671.1846875000006,1954.168275862069,3937.962068965517,4174.562068965517,4081.27,4564.81,7892.8899999999985,7221.160000000001,6171.170000000002,5462.659999999999,4611.220000000001,2601.690000000001,3333.9499999999994,3068.98,3903.8199999999997,4313.714137931034,4416.849999999999,3005.4899999999993,3005.4899999999993,4496.200000000001,5930.71772644043,4731.609062194824,3231.0704193115234,2768.687482452393,2696.369999999999,3325.3600000000006,2662.5899999999997,1970.0699999999995,3881.883870967742,3774.033,4463.003225806452,4910.064838709678,5871.807999999999,4418.370967741936,3897.3859999999986,1572.483870967742,2271.7729032258067,2340.931785714286,2544.927741935484,4074.519333333334,3616.1877419354832,5405.696000000001,5534.332258064516,4874.376129032259,5659.552000000001,3902.5258064516124,4151.014999999999,2369.7870967741933
46,Molecular Biology,RRI,92234.67781249998,72188.36413793103,63488.06413793103,88991.82413793102,93087.02,129673.45,249407.99999999994,291652.7799999999,210401.41,145626.2,107282.56,45742.51999999999,46052.94,17639.149999999998,58144.93000000001,91958.21827586206,68690.56,139997.5,139997.5,214229.53999999998,251320.57806640628,165669.66625976562,95396.98309326172,49752.16059661864,63172.56,72755.58,40076.979999999996,81820.29,127593.67741935483,161490.76966666666,199064.81612903226,243231.84967741938,260168.3306666667,208295.1193548387,107432.5653333333,45229.26774193548,55512.2064516129,54804.676428571416,40525.694516129035,89823.66233333331,114701.10870967744,215315.17866666673,257306.0032258065,226153.72161290317,243680.672,160159.77096774196,165737.39599999998,51599.874193548385
47,Tutor Engineering,RTH,61087.515,57070.063448275876,52421.83379310345,66209.08965517244,70325.04,92661.70999999999,154008.58,168797.08,124876.47,107443.04999999997,85906.42,54214.02,48731.19,33763.69,59424.36999999999,68416.05931034485,92747.65000000001,110183.26,110183.26,134290.97,148567.59447265623,111464.58203125,92019.81298828125,73387.5401196289,72713.65000000001,87175.6,75632.9,85578.57,114655.59677419355,130565.58299999998,135822.735483871,146926.7412903226,183820.49066666668,147966.57096774192,104423.67866666667,67735.06451612903,84967.60774193548,86920.00142857143,73220.11677419355,87494.45,79340.81000000001,96324.56533333332,151626.45483870964,134123.83064516127,146456.85333333336,109362.51290322578,127686.21799999998,65761.40322580645
48,Salvatori Computer Science Center,SAL,7400.707499999999,12370.342068965521,8047.835172413791,10820.399999999998,9412.81,10035.960000000001,20143.370000000003,23634.610000000008,16547.109999999997,13336.2,9406.229999999998,4768.51,5025.280000000001,3710.299999999999,5817.839999999999,11181.079999999998,5849.1100000000015,8912.130000000001,8912.130000000001,18944.31,25111.254248046884,16859.581329345703,12695.831939697266,7358.129848937987,7493.61,11115.38,6073.27,8777.51,9876.125806451613,10363.031333333334,10763.254838709678,15192.60419354839,20404.991999999995,15673.035483870966,6783.600666666668,2957.758064516129,2911.3703225806453,3814.5667857142857,3406.414838709677,3973.7539999999985,4115.053225806451,8505.781333333334,17159.129032258068,14374.757419354837,18114.336000000003,11427.88064516129,11134.871000000001,3891.7838709677417
49,Cinematic Arts,SCA,18415.4434375,44752.77655172413,31149.36655172414,24056.731034482767,18477.659999999996,18973.11,39351.7,48036.77000000001,48581.280000000006,36493.08999999999,34554.82000000001,19034.88,36125.08,9341.019999999999,14744.42,24858.622068965524,18716.47,31928.359999999997,31928.36,52109.049999999996,79740.74645507812,64863.4619140625,35712.45300292969,2838.650201416015,24824.190000000002,93979.72000000002,38873.719999999994,66199.23000000001,37890.13548387097,39454.619666666666,42445.76129032258,39363.57096774193,44475.114666666654,30533.661290322576,17822.17666666667,5983.819354838708,9894.565161290322,6204.146071428572,3950.258387096774,6944.272333333334,18840.327096774192,28541.290666666675,43837.01612903226,42582.1406451613,74949.26933333333,54808.441935483876,32818.653999999995,12570.81290322581
50,Cinematic Arts B,SCB,8657.8059375,9296.849655172415,8463.08551724138,10654.034482758621,10320.669999999998,12296.770000000002,18941.6,15419.759999999998,10158.580000000002,7139.63,4009.2700000000004,3828.2899999999995,5879.540000000001,8814.029999999999,8442.060000000001,11009.168965517243,13215.399999999998,14991.33,14991.33,15404.029999999999,17454.365405273442,13443.367004394531,9672.327926635742,6209.508183288576,4386.1900000000005,8432.69,5706.609999999999,3836.2100000000005,3399.7548387096776,5522.257333333333,8300.96129032258,12581.275806451615,26724.032000000007,17698.741935483868,6316.656000000001,3306.754838709677,3662.6683870967736,3385.3564285714297,3079.3977419354837,3373.628,3966.9941935483866,6566.5493333333325,8851.838709677417,12143.282258064519,16940.693333333333,10250.506451612904,10341.011999999999,4066.4419354838706
51,Cinematic Arts C,SCC,934.8437499999999,1039.5627586206897,1544.7941379310344,1554.6413793103445,744.6800000000002,364.82,2232.99,1560.8400000000004,941.42,595.2400000000001,874.74,316.06000000000006,314.62000000000006,137.79,530.76,1606.4627586206893,734.8700000000002,378.67999999999995,378.67999999999995,4709.51,5808.9417413330075,4409.040962219238,2970.3769340515137,1659.982823371887,2181.2000000000003,2591.5200000000004,1566.37,954.77,925.0645161290323,1042.6023333333335,1674.183870967742,1954.6000000000006,2151.7013333333334,1611.2225806451613,1294.7879999999998,847.8774193548386,1111.6593548387098,1158.498214285714,1023.9245161290322,1237.2656666666662,880.3090322580646,1641.4506666666666,5888.4,5025.12935483871,4901.909333333334,3989.883870967742,3678.718999999999,1580.467741935484
52,Cinematic Arts E,SCE,1678.6596875,1067.6882758620686,2017.6617241379304,2273.244827586207,1666.6500000000003,2046.29,5527.450000000001,5132.81,4617.11,3939.9799999999996,3104.1699999999996,2122.52,2431.59,4035.17,1222.2600000000002,2349.019655172414,1268.54,1966.6200000000003,1966.6200000000001,3443.1800000000007,6700.134318237305,4939.576030731201,2571.0039463043213,542.0068070411683,884.4399999999999,2148.52,910.82,301.74,908.4,1589.4423333333334,3587.2741935483873,4249.089354838709,6016.2773333333325,4163.709677419354,1721.7486666666668,821.6516129032258,924.8722580645164,920.8328571428572,786.3770967741934,1280.35,1208.2990322580647,2502.7840000000006,5790.67741935484,5190.410645161291,6048.810666666664,3313.577419354839,3622.7950000000005,511.2967741935483
53,Cinematic Arts I,SCI,13961.683125000001,18040.525517241378,12777.35551724138,16554.031034482763,15093.800000000001,19930.399999999998,31344.389999999996,22916.489999999998,24067.800000000007,22576.789999999994,20992.67,10960.689999999999,11592.1,7849.63,11396.509999999998,17105.83206896552,12906.330000000004,17440.68,17440.68,25376.920000000002,30405.806293945316,24841.62420654297,17498.353912353516,11566.989368896484,11722.38,13936.989999999998,9418.61,7758.76,8596.674193548388,9109.174333333334,14570.429032258065,18543.40451612903,28062.03733333333,20747.312903225815,10571.042000000003,6789.077419354839,7690.560000000002,7055.202857142855,6293.56129032258,8096.326333333333,7996.441290322579,11974.442666666668,16249.558064516132,18934.530322580646,32265.493333333332,24101.264516129035,22155.066999999992,8873.96129032258
54,Cinematic Arts D,SCX,3075.3065625,2485.6372413793106,1868.754827586207,2866.2000000000003,2648.47,4217.610000000001,7001.170000000002,6945.05,6704.929999999999,4926.82,3333.4600000000005,1727.5500000000002,2212.76,1551.01,2389.33,2961.7400000000002,3372.140000000001,4249.19,4249.19,6577.820000000001,7059.841890258791,4367.449066162109,3182.3796768188477,1999.3287821102144,2289.04,2734.06,2096.11,2646.9500000000003,3801.764516129032,5339.946333333332,5875.645161290322,6312.9445161290305,9707.381333333331,7982.119354838711,6129.757999999999,1564.5870967741937,1149.4399999999998,1412.6210714285714,661.7612903225806,1078.7323333333334,1620.9503225806452,3755.8186666666675,8038.48064516129,8927.621935483872,10977.962666666666,7417.287096774193,7714.970999999999,2629.3741935483868
55,Stauffer Hall of Science,SHS,10850.0,11760.0,16120.0,18600.0,28324.812583869487,26854.027953836845,33185.327838887846,39024.134412180116,38661.02954889942,24654.176682424993,17160.0,11200.0,10500.0,12180.0,11600.0,19220.0,26554.511797377643,26854.027953836845,35397.68302814704,36506.44832107172,38661.02954889942,26297.788461253327,15600.0,11900.0,10500.0,13440.0,11600.0,17980.0,26554.511797377643,28706.02988168766,33185.327838887846,36506.44832107172,41238.43151882605,24654.176682424993,28900.0,22350.0,21600.0,15950.0,17255.0,17980.0,25669.361404131723,29632.03084561307,33185.327838887846,36506.44832107172,41238.43151882605,24654.176682424993,28050.0,22350.0
56,John Stauffer Lecture Hall,SLH,2325.0,1652.0,1891.0,1860.0,1728.0,1102.0,3360.0,163823.23,2640.0,2100.0,3234.0,2176.0,2250.0,1711.0,1769.0,1922.0,1620.0,1102.0,3584.0,3045.0,2640.0,2240.0,2940.0,2312.0,2250.0,1888.0,1769.0,1798.0,1620.0,1178.0,3360.0,2842.0,2816.0,2100.0,2108.0,1650.0,1440.0,1160.0,1450.0,0.0,1566.0,1216.0,3360.0,2842.0,2816.0,2100.0,2046.0,1650.0
57,Seaver Science Center,SSC,93837.0,9072.0,80135.0,90000.0,104032.0,108228.0,182190.0,163823.23,152270.08999999997,150303.29,139897.84999999998,57083.56,39378.65,29899.0,37520.88,93000.0,41110.130000000005,89307.51,89307.51,106650.14,143995.14940429688,120089.78295898438,84284.43981933594,16666.81293533325,17370.740000000005,21703.240000000005,12634.349999999999,24149.470000000005,42546.47419354839,37181.37933333334,55387.374193548385,74324.91387096775,103280.91733333333,70512.98709677419,23866.300000000007,6101.148387096774,5853.894193548386,3188.2392857142854,5796.80064516129,13370.16,16178.482580645155,48789.67466666667,83602.57741935484,80536.42387096776,94747.30666666667,51958.229032258074,57201.364,9249.929032258062
58,Seaver Science Library,SSL,17015.04515151502,20733.690697674363,21968.35451388882,17771.1797202798,20948.66666666656,28072.0,25930.7622,30568.96652777764,26324.86875,23231.262500000103,21340.278837209313,26009.18814814816,16466.172727272602,21474.179651162733,21474.179651162733,18363.552377622458,19639.374999999898,28072.0,27659.47968,28596.77513888876,26324.86875,24780.01333333344,19400.253488372102,27634.762407407423,16466.172727272602,23695.64651162784,21474.179651162733,17178.80706293714,19639.374999999898,30008.0,25930.7622,28596.77513888876,28079.86,23231.262500000103,23834.0,20400.0,19264.0,15660.0,16385.0,17255.0,18984.72916666657,30976.0,25930.7622,28596.77513888876,28079.86,23231.262500000103,23133.0,20400.0
59,Stonier Hall,STO,13127.6378125,9975.337931034483,20713.14172413793,13560.0,14336.0,16501.0,26559.759999999995,34311.67,31863.85,28063.839999999997,14273.02,14836.410000000002,13444.490000000002,10516.17,14774.99,14012.0,17364.520000000004,18226.57,18226.57,30166.800000000007,22881.08120849609,19713.1259765625,16103.870513916014,13684.69814086914,12910.759999999998,14090.979999999998,12315.35,14621.59,16188.329032258065,17259.322333333334,18638.709677419352,16133.354838709678,19469.866666666665,16656.774193548386,19910.4,16441.93548387097,29609.775483870966,12321.38535714286,8514.400000000001,14808.144333333332,14790.636129032257,20059.157333333333,22115.990322580645,20603.377419354838,26081.343999999997,18116.680645161294,22498.266999999993,15928.12258064516
60,Student Union,STU,54677.02500000001,10885.917241379311,10169.774482758623,15060.0,16320.0,16994.0,28540.090000000004,29645.500000000004,22648.84,18252.660000000003,18365.260000000002,10722.179999999998,9331.26,7841.1799999999985,11827.94,15562.0,16325.909999999996,19773.03,19773.03,29183.289999999994,31464.613203125,22340.212799072266,16928.633331298828,13170.509030456542,11716.6,15163.55,8765.159999999998,12021.800000000001,11481.22258064516,15310.094,16056.222580645162,21251.892258064516,25559.818666666666,16956.522580645164,11796.991333333333,7502.719354838709,6967.267096774192,7345.554999999999,8383.28258064516,10762.180333333332,14246.876774193546,22436.928000000004,25135.364516129033,21373.065483870967,24710.16533333333,16692.793548387097,16507.865000000005,7195.393548387095
61,Tutor Campus Center,TCC,24591.302187500005,33618.46068965517,54617.48896551724,55770.0,34432.0,42920.0,63880.620000000024,74441.22,60291.56000000001,111549.16999999997,127942.61,31658.480000000003,35480.590000000004,24126.320000000003,45387.74,57629.0,81668.71,79426.05,79426.05,82239.45999999998,92308.59988281249,67202.35278320312,43168.14501953125,39890.188532714834,50983.439999999995,56709.380000000005,42622.380000000005,53543.05999999999,86415.7064516129,57907.844999999994,57059.651612903224,100643.98548387096,95238.67733333331,42427.93548387098,21082.980666666666,9384.048387096773,16880.867096774196,22599.93821428571,34913.80161290323,24861.21666666666,33617.277096774196,44514.069333333326,60067.66451612902,59413.684516129026,82011.72266666664,56218.18064516128,49176.907999999996,27201.251612903226
62,Town and Gown,TGF,651.0,280.0,930.0,2820.0,3392.0,3335.0,5370.0,6417.0,6240.0,4080.0,1089.0,160.0,630.0,290.0,870.0,2914.0,3180.0,3335.0,5728.0,6003.0,6240.0,4352.0,990.0,170.0,630.0,320.0,870.0,2726.0,3180.0,3565.0,5370.0,6003.0,6656.0,4080.0,4114.0,3570.0,3136.0,2581.0,2668.0,2755.0,3074.0,3680.0,5370.0,6003.0,6656.0,4080.0,3993.0,3570.0
63,Vivian Hall of Engineering,VHE,18148.9403125,16931.387586206893,52376.85172413792,43530.0,29836.979999999996,13021.0,9324.810000000003,16659.960000000006,36242.37,25701.06,62111.29000000001,53372.56000000001,23467.18,41924.030000000035,56276.82,44981.0,61353.05,57684.71,57684.71,55857.46,51236.60177001953,43043.64354003907,42523.12,32497.099999999984,22742.89,50501.97999999999,37700.27,37083.149999999994,58472.883870967744,57794.405666666666,58874.874193548385,52178.7364516129,58335.70133333334,36578.55483870968,34417.293333333335,21708.41612903226,24601.496774193554,27334.167500000003,23820.815161290324,28475.544666666672,32295.026774193546,42493.54666666666,34714.02580645161,31185.2435483871,35168.52266666667,32692.46129032258,36657.973000000005,19028.699999999997
64,VPD,VPD,34696.5659375,9924.020689655174,15781.330344827587,20730.0,18764.420000000002,32828.0,56429.86000000001,60827.44000000002,52457.869999999995,42549.82999999999,27910.339999999997,18103.039999999997,19644.98,12610.07,19201.11,21421.0,22001.65,33642.21000000001,33642.21000000001,50797.39000000001,59427.02895996094,46662.04315185547,35227.47619628906,21024.903189697266,18287.39,22754.940000000002,14494.169999999998,22740.03,19408.925806451614,25928.947666666663,25264.770967741933,43928.93806451613,44601.408,23319.44516129032,13737.64333333333,5404.296774193548,4059.9638709677424,4222.690000000001,4189.330645161291,4598.655666666667,13899.400645161291,28861.930666666667,39627.25161290323,36066.99129032258,42775.242666666665,25201.75161290322,20322.896,9047.893548387096
65,Watt Hall of Architecture,WAH,18148.9403125,23228.742068965516,12388.337586206897,27060.0,29089.32,36250.0,52186.05999999999,55197.89000000001,49108.94,40969.490000000005,39623.119999999995,27216.77,15546.099999999999,13436.119999999999,18955.550000000003,27962.0,23564.98,32296.019999999997,32296.02,42871.93000000001,55664.630278320314,42975.40515136719,30753.769470214844,25465.931228027348,24012.88,30324.139999999992,20044.890000000003,12414.739999999998,16834.68387096774,27568.58933333333,31630.945161290325,35692.74161290323,39459.48799999999,27816.91935483871,22466.44066666667,14722.954838709678,12947.932903225807,3063.870714285714,1682.0187096774193,5543.823666666668,4028.4835483870975,11932.501333333335,21189.7064516129,25952.043870967736,33658.33600000001,7026.222580645163,6228.442000000001,198.76451612903224
66,Science Hall,ZHS,34696.5659375,15127.077241379313,33237.13103448275,34800.0,20880.58,55941.0,121919.03,43046.700000000004,44284.97,29709.15,23880.71,14324.299999999997,22668.730000000007,16929.67,23054.010000000002,35960.0,27281.46,29124.1,29124.1,38040.95,90740.74255859376,102458.96337890625,69221.7060546875,55257.06680664061,44073.499999999985,48707.570000000014,39510.600000000006,49384.25,65767.87741935483,69694.22066666666,80548.37419354838,101996.67645161289,110092.832,94017.0387096774,66903.21666666666,45691.75161290322,52516.263225806455,45290.89500000001,42105.47419354839,51426.43466666665,58594.93967741935,79695.95733333334,83643.94838709677,81479.82193548388,104125.888,74456.2064516129,83077.137,41428.34516129033
67,Michelson Center for Convergent Bioscience,MCB,0.0,0.0,0.0,0.0,99366.0,184966.0,295051.0,336420.0,242094.0,199042.0,164168.22,93766.0,85908.0,57688.0,92470.0,129682.99999999999,117933.0,175957.0,175957.0,235764.0,272135.12,185634.0,133087.0,96166.0,83629.0,102699.0,81876.0,122225.00000000001,170742.58064516127,199702.0,221436.7741935484,255859.51612903227,272696.55466666666,231982.25806451612,143145.6666666667,101228.70967741936,117832.25806451614,132685.35714285716,102315.69516129032,110553.84833333334,170188.83870967742,270305.0773333333,265493.2258064516,229110.29032258064,258343.46666666667,169309.3548387097,216016.9,80703.87096774194
68,Corwin D. Denney Research Center,DRB,0.0,0.0,0.0,0.0,73849.92,89235.31999999999,131545.16999999998,155007.905,184624.8,180009.18,132731.37043682035,73603.7536,69204.29847,10858.0,10925.0,11520.0,10716.0,14971.999999999998,14972.0,32265.999999999996,39917.0,28525.0,20698.0,12205.0,8728.0,11500.99,7401.0,12316.0,15361.93548387097,16363.866666666667,17921.612903225807,23238.354838709678,25555.2,19598.709677419352,10627.266666666666,5172.58064516129,8102.193548387097,6899.928571428571,5060.088387096774,9138.866666666667,11266.967741935483,19533.866666666665,23356.451612903224,25131.774193548386,27885.866666666665,17430.0,9537.0,4506.774193548387
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,1209764.0740349558,978023.99023802,1214522.8759967152,1457790.503858211,1578224.3998771661,1996134.1165931833,3117953.2251562197,3582018.4913680027,3027315.7666867967,2673498.186740903,2288684.1792740296,1518597.4617481478,1540558.3811972728,1277791.3284608065,1508316.4697480006,1647586.5206534849,1752290.1098848437,2125584.706593183,2168312.821499968,2821403.297247487,3229113.3207853073,2480019.8092945293,1816158.9974854263,1352311.204460821,1276449.592727272,1532291.0545084754,1114940.309748,1348550.777062937,1836630.4985099093,2065992.7724776953,2280095.9550716085,2672126.3086065557,3101125.6442036214,2314488.31568855,1809159.7480546443,1256986.3308831302,1345303.0709677415,1259012.4919239632,1055830.9117204302,1215724.4763333334,,,,,,,,
